,CO,DOWNSTREAM,UPSTREAM,DATE_TIME
1160833,ALB,87366095.603742,89658250.547303,2020-03-29 06:15:00
1160834,ALB,91348755.417576,63163346.244007,2020-03-29 06:30:00
1160835,ALB,93711185.594801,47070172.966626,2020-03-29 06:45:00
1160836,ALB,104003077.307022,44679996.984218,2020-03-29 07:00:00
1160837,ALB,113509738.448822,46782029.554682,2020-03-29 07:15:00
1160838,ALB,115167338.828817,48332218.071504,2020-03-29 07:30:00
1160839,ALB,116303206.839115,51238317.019529,2020-03-29 07:45:00
1160840,ALB,136911013.846939,53339060.245252,2020-03-29 08:00:00
1160841,ALB,149560312.627744,53223631.227274,2020-03-29 08:15:00
1160842,ALB,155068366.470524,51879190.021752,2020-03-29 08:30:00
1160843,ALB,156565991.171548,55893053.238102,2020-03-29 08:45:00
1160844,ALB,176779507.581205,48420711.987061,2020-03-29 09:00:00
1160845,ALB,182566466.175407,28518872.358145,2020-03-29 09:15:00
1160846,ALB,205899014.466934,30045857.953809,2020-03-29 09:30:00
1160847,ALB,230348249.082089,29971703.125858,2020-03-29 09:45:00
1160848,ALB,243991338.676885,29020143.386207,2020-03-29 10:00:00
1160849,ALB,250474547.327434,29394215.044454,2020-03-29 10:15:00
1160850,ALB,283725125.949061,36668852.480335,2020-03-29 10:30:00
1160851,ALB,295280048.870133,32845574.993004,2020-03-29 10:45:00
1160852,ALB,293788335.05955,37521074.098943,2020-03-29 11:00:00
1160853,ALB,290786626.309187,36960172.544701,2020-03-29 11:15:00
1160854,ALB,330467265.391274,41978052.18837,2020-03-29 11:30:00
1160855,ALB,338258559.494626,50370327.418583,2020-03-29 11:45:00
1160856,ALB,303582351.298284,43631775.682974,2020-03-29 12:00:00
1160857,ALB,310133442.363018,45671921.432132,2020-03-29 12:15:00
1160858,ALB,311335762.914472,45604351.329712,2020-03-29 12:30:00
1160859,ALB,321993122.692291,48446718.395447,2020-03-29 12:45:00
1160860,ALB,336466665.342596,54289373.143324,2020-03-29 13:00:00
1160861,ALB,333593639.759698,47325967.031443,2020-03-29 13:15:00
1160862,ALB,357570884.699908,65416185.307593,2020-03-29 13:30:00
1160863,ALB,345890429.974169,64685759.945357,2020-03-29 13:45:00
1160864,ALB,349022314.491843,50725514.634829,2020-03-29 14:00:00
1160865,ALB,339255090.672637,46213102.341601,2020-03-29 14:15:00
1160866,ALB,361268757.016277,46439367.688677,2020-03-29 14:30:00
1160867,ALB,372052104.665274,68711627.129279,2020-03-29 14:45:00
1160868,ALB,356056795.948701,49456271.230289,2020-03-29 15:00:00
1160869,ALB,387158237.785221,52748489.555906,2020-03-29 15:15:00
1160870,ALB,391865539.628005,54374131.449754,2020-03-29 15:30:00
1160871,ALB,405785024.648404,63261205.304946,2020-03-29 15:45:00
1160872,ALB,407157901.279352,53413639.697871,2020-03-29 16:00:00
1160873,ALB,376486290.703412,49825822.347757,2020-03-29 16:15:00
1160874,ALB,376613598.050308,55318470.838191,2020-03-29 16:30:00
1160875,ALB,383804514.440183,58772300.980446,2020-03-29 16:45:00
1160876,ALB,359600531.481917,50226858.316005,2020-03-29 17:00:00
1160877,ALB,379915217.481815,54142132.5509,2020-03-29 17:15:00
1160878,ALB,370122540.764188,48059226.333966,2020-03-29 17:30:00
1160879,ALB,373630279.343783,49249010.852106,2020-03-29 17:45:00
1160880,ALB,371589291.291192,46714344.389996,2020-03-29 18:00:00
1160881,ALB,392726166.618098,51596235.536282,2020-03-29 18:15:00
1160882,ALB,443281234.338739,56620344.919377,2020-03-29 18:30:00
1160883,ALB,454606652.430131,41015247.659874,2020-03-29 18:45:00
1160884,ALB,467204586.476446,38587143.725689,2020-03-29 19:00:00
1160885,ALB,476055043.292257,45460391.969496,2020-03-29 19:15:00
1160886,ALB,502294230.460303,48769206.397428,2020-03-29 19:30:00
1160887,ALB,523749142.299794,50374477.094294,2020-03-29 19:45:00
1160888,ALB,532267815.076474,47940632.488923,2020-03-29 20:00:00
1160889,ALB,547239963.540086,60161847.042703,2020-03-29 20:15:00
1160890,ALB,552069505.437269,56458354.182535,2020-03-29 20:30:00
1160891,ALB,560765606.309622,52894295.843315,2020-03-29 20:45:00
1160892,ALB,554329681.704329,39666367.510438,2020-03-29 21:00:00
1160893,ALB,540744171.70906,56514538.896179,2020-03-29 21:15:00
1160894,ALB,511201678.277928,49900423.478853,2020-03-29 21:30:00
1160895,ALB,486207460.578431,52366600.679854,2020-03-29 21:45:00
1160896,ALB,434880194.097732,39465799.57316,2020-03-29 22:00:00
1160897,ALB,400987104.488502,50477720.517185,2020-03-29 22:15:00
1160898,ALB,370737239.696888,60538030.150972,2020-03-29 22:30:00
1160899,ALB,338189074.415643,61283455.532523,2020-03-29 22:45:00
1160900,ALB,303431550.869955,42996471.524037,2020-03-29 23:00:00
1160901,ALB,266728102.859308,54213907.083534,2020-03-29 23:15:00
1160902,ALB,236146676.425446,49343260.372397,2020-03-29 23:30:00
1160903,ALB,210106266.556029,48827820.900183,2020-03-29 23:45:00
1162244,ALB,189287889.074522,50856726.353587,2020-03-30 00:00:00
1162245,ALB,182747491.547406,84663082.854875,2020-03-30 00:15:00
1162246,ALB,173356813.614146,75785095.889489,2020-03-30 00:30:00
1162247,ALB,152409942.000447,48885381.978069,2020-03-30 00:45:00
1162248,ALB,138961413.444535,52091432.738404,2020-03-30 01:00:00
1162249,ALB,137436661.466041,63678965.584362,2020-03-30 01:15:00
1162250,ALB,120016968.958187,48165305.16522,2020-03-30 01:30:00
1162251,ALB,107693099.673944,49756666.171738,2020-03-30 01:45:00
1162252,ALB,104126730.624731,46224104.561098,2020-03-30 02:00:00
1162253,ALB,106062786.851678,46087556.156063,2020-03-30 02:15:00
1162254,ALB,101065974.455262,45548898.031738,2020-03-30 02:30:00
1162255,ALB,92757626.559402,45088004.499052,2020-03-30 02:45:00
1162256,ALB,88585158.808164,43592389.856075,2020-03-30 03:00:00
1162257,ALB,84744436.610091,45001954.454177,2020-03-30 03:15:00
1162258,ALB,82812302.441166,47255680.185901,2020-03-30 03:30:00
1162259,ALB,86868753.56974,44496324.655015,2020-03-30 03:45:00
1162260,ALB,79612471.934627,42149333.221323,2020-03-30 04:00:00
1162261,ALB,89171109.912416,45339118.790187,2020-03-30 04:15:00
1162262,ALB,78711107.264635,43656627.839667,2020-03-30 04:30:00
1162263,ALB,72062914.342815,43199050.208194,2020-03-30 04:45:00
1162264,ALB,69808901.082166,46089640.910185,2020-03-30 05:00:00
1162265,ALB,77547458.929714,49487686.645489,2020-03-30 05:15:00
1162266,ALB,90049459.136604,35812290.851741,2020-03-30 05:30:00
1162267,ALB,81534264.959495,40492370.513885,2020-03-30 05:45:00
1162268,ALB,85589258.706388,34622531.523579,2020-03-30 06:00:00
1162269,ALB,101151721.877499,38223234.63771,2020-03-30 06:15:00
1162270,ALB,118723019.91631,40534213.709303,2020-03-30 06:30:00
1162271,ALB,132145367.759954,40434695.016974,2020-03-30 06:45:00
1162272,ALB,151508841.99339,39596045.581335,2020-03-30 07:00:00
1162273,ALB,173120821.800994,45432059.048772,2020-03-30 07:15:00
1162274,ALB,190091543.820629,51112136.073535,2020-03-30 07:30:00
1162275,ALB,223771696.118581,66736103.278972,2020-03-30 07:45:00
1162276,ALB,252969549.164473,62149382.289072,2020-03-30 08:00:00
1162277,ALB,259547006.341258,80886478.756611,2020-03-30 08:15:00
1162278,ALB,227376982.095469,72459720.497519,2020-03-30 08:30:00
1162279,ALB,237108105.181067,87102325.997918,2020-03-30 08:45:00
1162280,ALB,240861106.795836,75540542.450598,2020-03-30 09:00:00
1162281,ALB,249839933.227353,82891257.158401,2020-03-30 09:15:00
1162282,ALB,229349604.439549,75890684.465644,2020-03-30 09:30:00
1162283,ALB,241061237.975655,78001919.940272,2020-03-30 09:45:00
1162284,ALB,239071960.663947,72443941.101003,2020-03-30 10:00:00
1162285,ALB,239725946.956023,79988379.747919,2020-03-30 10:15:00
1162286,ALB,243347341.188152,86121199.491574,2020-03-30 10:30:00
1162287,ALB,255532186.215377,82337084.261257,2020-03-30 10:45:00
1162288,ALB,267439901.261161,81215664.980239,2020-03-30 11:00:00
1162289,ALB,258275239.58297,72122416.343518,2020-03-30 11:15:00
1162290,ALB,246653967.721532,68929581.666468,2020-03-30 11:30:00
1162291,ALB,250258767.494755,66783391.613915,2020-03-30 11:45:00
1162292,ALB,279985257.980748,52362577.296233,2020-03-30 12:00:00
1162293,ALB,311401240.397665,72741875.062694,2020-03-30 12:15:00
1162294,ALB,327683563.697868,65816810.976647,2020-03-30 12:30:00
1162295,ALB,313648632.283665,77338767.127259,2020-03-30 12:45:00
1162296,ALB,306037959.265978,79126886.563655,2020-03-30 13:00:00
1162297,ALB,321719127.98248,96560127.857434,2020-03-30 13:15:00
1162298,ALB,308430621.420398,91253705.397311,2020-03-30 13:30:00
1162299,ALB,314595156.771539,88021809.349139,2020-03-30 13:45:00
1162300,ALB,305756650.989993,95344155.93674,2020-03-30 14:00:00
1162301,ALB,320305596.085548,90830523.0732,2020-03-30 14:15:00
1162302,ALB,310760777.198443,68053984.295309,2020-03-30 14:30:00
1162303,ALB,302081242.390575,74527957.070574,2020-03-30 14:45:00
1162304,ALB,294362315.629332,64158808.935587,2020-03-30 15:00:00
1162305,ALB,290853766.794481,69020502.13126,2020-03-30 15:15:00
1162306,ALB,278723280.219434,72822588.841419,2020-03-30 15:30:00
1162307,ALB,290580924.731126,62748257.372686,2020-03-30 15:45:00
1162308,ALB,298894237.920638,67888092.142025,2020-03-30 16:00:00
1162309,ALB,327847543.662683,71513496.65777,2020-03-30 16:15:00
1162310,ALB,345490323.438687,53277860.684679,2020-03-30 16:30:00
1162311,ALB,336083788.013358,49386637.404553,2020-03-30 16:45:00
1162312,ALB,342960903.271435,48519680.194748,2020-03-30 17:00:00
1162313,ALB,378533514.960065,59559349.444878,2020-03-30 17:15:00
1162314,ALB,368315050.294584,53370301.778309,2020-03-30 17:30:00
1162315,ALB,367319353.306972,48804280.564143,2020-03-30 17:45:00
1162316,ALB,365570096.64483,49465976.8231,2020-03-30 18:00:00
1162317,ALB,375161466.188448,44483393.708179,2020-03-30 18:15:00
1162318,ALB,375035428.695562,64439528.14389,2020-03-30 18:30:00
1162319,ALB,414904772.265757,62636437.230856,2020-03-30 18:45:00
1162320,ALB,435286555.230232,43466936.671541,2020-03-30 19:00:00
1162321,ALB,449083312.941003,52772229.90962,2020-03-30 19:15:00
1162322,ALB,471815552.615702,53869096.899881,2020-03-30 19:30:00
1162323,ALB,479438297.85822,62426949.815613,2020-03-30 19:45:00
1162324,ALB,498880793.921425,59142924.438703,2020-03-30 20:00:00
1162325,ALB,551898452.952624,64560646.796279,2020-03-30 20:15:00
1162326,ALB,590145939.449394,52943133.125705,2020-03-30 20:30:00
1162327,ALB,591113740.269149,50325685.743262,2020-03-30 20:45:00
1162328,ALB,569098342.013107,43450874.280468,2020-03-30 21:00:00
1162329,ALB,573007696.175157,57550359.238863,2020-03-30 21:15:00
1162330,ALB,532477445.818745,52228779.26277,2020-03-30 21:30:00
1162331,ALB,515845099.342423,63547759.556595,2020-03-30 21:45:00
1162332,ALB,476689344.822977,52067099.653438,2020-03-30 22:00:00
1162333,ALB,429868932.836904,55848460.639214,2020-03-30 22:15:00
1162334,ALB,413673593.653229,68714419.769154,2020-03-30 22:30:00
1162335,ALB,408599608.787373,84569550.059122,2020-03-30 22:45:00
1163624,ALB,231775244.453144,57862822.194481,2020-03-31 00:00:00
1163625,ALB,216073544.665809,83755825.441827,2020-03-31 00:15:00
1163626,ALB,200923788.190457,86994151.977389,2020-03-31 00:30:00
1163627,ALB,179652584.076662,85701819.475111,2020-03-31 00:45:00
1163628,ALB,172313169.672552,60287443.60764,2020-03-31 01:00:00
1163629,ALB,165782054.355597,65213840.790533,2020-03-31 01:15:00
1163630,ALB,154994130.142512,66055435.691781,2020-03-31 01:30:00
1163631,ALB,143932109.625739,67950225.727863,2020-03-31 01:45:00
1163632,ALB,139558583.801522,66351888.435512,2020-03-31 02:00:00
1163633,ALB,130901383.16621,54014508.123571,2020-03-31 02:15:00
1163634,ALB,135142342.981307,55936972.572979,2020-03-31 02:30:00
1163635,ALB,129939954.961078,60523912.507052,2020-03-31 02:45:00
1163636,ALB,127008913.44791,59710129.669618,2020-03-31 03:00:00
1163637,ALB,119678573.894977,58861640.340523,2020-03-31 03:15:00
1163638,ALB,115391539.454543,53744995.491556,2020-03-31 03:30:00
1163639,ALB,114926997.19454,50328353.822435,2020-03-31 03:45:00
1163640,ALB,115784171.0962,47451199.050818,2020-03-31 04:00:00
1163641,ALB,118304345.415293,43970090.044797,2020-03-31 04:15:00
1163642,ALB,114302936.384743,42599441.167313,2020-03-31 04:30:00
1163643,ALB,112323787.79039,41933009.387146,2020-03-31 04:45:00
1163644,ALB,113594223.200763,40920205.984761,2020-03-31 05:00:00
1163645,ALB,115098595.225404,45326214.73268,2020-03-31 05:15:00
1163646,ALB,114870503.858834,30179206.590808,2020-03-31 05:30:00
1163647,ALB,125365315.503354,36894257.032056,2020-03-31 05:45:00
1163648,ALB,124387739.539215,40786038.018501,2020-03-31 06:00:00
1163649,ALB,134748690.123016,34966775.577654,2020-03-31 06:15:00
1163650,ALB,144292150.320695,37060030.57979,2020-03-31 06:30:00
1163651,ALB,155023351.307728,45538736.27891,2020-03-31 06:45:00
1163652,ALB,175577331.198235,44288560.11864,2020-03-31 07:00:00
1163653,ALB,200403178.94908,50987370.032792,2020-03-31 07:15:00
1163654,ALB,215053832.568372,56782964.598957,2020-03-31 07:30:00
1163655,ALB,233672555.252243,57696313.688382,2020-03-31 07:45:00
1163656,ALB,232636419.486207,69670637.592925,2020-03-31 08:00:00
1163657,ALB,251165931.501164,76637518.838219,2020-03-31 08:15:00
1163658,ALB,258576996.80193,80331438.666265,2020-03-31 08:30:00
1163659,ALB,260790159.742425,78421209.962508,2020-03-31 08:45:00
1163660,ALB,264803263.5155,72907987.385849,2020-03-31 09:00:00
1163661,ALB,273718899.258601,79400294.13478,2020-03-31 09:15:00
1163662,ALB,272280473.419144,77051662.884294,2020-03-31 09:30:00
1163663,ALB,277089238.19845,76181785.403104,2020-03-31 09:45:00
1163664,ALB,275965926.308386,82606429.513062,2020-03-31 10:00:00
1163665,ALB,293784040.582089,91882005.623469,2020-03-31 10:15:00
1163666,ALB,306836657.531398,96363077.765586,2020-03-31 10:30:00
1163667,ALB,317376793.860711,95402202.718232,2020-03-31 10:45:00
1163668,ALB,294722008.454369,97540843.970916,2020-03-31 11:00:00
1163669,ALB,316524096.494744,94132739.932017,2020-03-31 11:15:00
1163670,ALB,293348350.040765,92785472.993711,2020-03-31 11:30:00
1163671,ALB,291777379.331117,76680465.947104,2020-03-31 11:45:00
1163672,ALB,305615602.903495,57086577.273581,2020-03-31 12:00:00
1163673,ALB,321369528.767966,72510617.717552,2020-03-31 12:15:00
1163674,ALB,311846988.204612,88747313.877392,2020-03-31 12:30:00
1163675,ALB,300786500.181562,84732313.52688,2020-03-31 12:45:00
1163676,ALB,310630869.559117,93804748.113643,2020-03-31 13:00:00
1163677,ALB,321958291.186772,92838858.338051,2020-03-31 13:15:00
1163678,ALB,347958992.953066,101076253.04966,2020-03-31 13:30:00
1163679,ALB,305828101.208149,105512518.654816,2020-03-31 13:45:00
1163680,ALB,303975155.911988,96310082.471157,2020-03-31 14:00:00
1163681,ALB,315718362.220703,109108306.681844,2020-03-31 14:15:00
1163682,ALB,340453658.106959,88524573.222293,2020-03-31 14:30:00
1163683,ALB,322478546.086952,73615707.865019,2020-03-31 14:45:00
1163684,ALB,352978592.513809,70518128.800027,2020-03-31 15:00:00
1163685,ALB,360870513.193584,71462593.799546,2020-03-31 15:15:00
1163686,ALB,341909539.74511,68239388.991371,2020-03-31 15:30:00
1163687,ALB,337456302.201306,81064325.048683,2020-03-31 15:45:00
1163688,ALB,334401799.983493,74130464.732298,2020-03-31 16:00:00
1163689,ALB,333009423.526161,76699847.18931,2020-03-31 16:15:00
1163690,ALB,333120088.296932,70545894.879115,2020-03-31 16:30:00
1163691,ALB,328225853.815005,53639236.025345,2020-03-31 16:45:00
1163692,ALB,334984549.260514,53079180.302793,2020-03-31 17:00:00
1163693,ALB,350131892.711264,52664958.683007,2020-03-31 17:15:00
1163694,ALB,359345099.771134,51066989.230686,2020-03-31 17:30:00
1163695,ALB,364130941.905425,55171439.322991,2020-03-31 17:45:00
1163696,ALB,367828584.732014,48443016.119753,2020-03-31 18:00:00
1163697,ALB,373241971.742946,57211113.983788,2020-03-31 18:15:00
1163698,ALB,385299316.812269,60475071.072385,2020-03-31 18:30:00
1163699,ALB,436514170.372774,44725050.178947,2020-03-31 18:45:00
1163700,ALB,490051126.076477,46643472.072886,2020-03-31 19:00:00
1163701,ALB,494445917.497322,44930267.857392,2020-03-31 19:15:00
1163702,ALB,499267726.128546,51001686.562941,2020-03-31 19:30:00
1163703,ALB,509313613.61916,52898438.002982,2020-03-31 19:45:00
1163704,ALB,530811867.412973,48624315.672149,2020-03-31 20:00:00
1163705,ALB,534847338.404796,58566810.232105,2020-03-31 20:15:00
1163706,ALB,532139210.04159,57934194.228821,2020-03-31 20:30:00
1163707,ALB,543139395.503113,65585139.243895,2020-03-31 20:45:00
1163708,ALB,545045389.561994,65084254.948489,2020-03-31 21:00:00
1163709,ALB,561436150.481665,71256719.320506,2020-03-31 21:15:00
1163710,ALB,532897003.125393,67490510.725951,2020-03-31 21:30:00
1163711,ALB,467896954.904372,60953394.854004,2020-03-31 21:45:00
1163712,ALB,440742767.939581,49403598.248179,2020-03-31 22:00:00
1163713,ALB,423286914.392806,60288682.475549,2020-03-31 22:15:00
1163714,ALB,393764177.861443,71774372.781847,2020-03-31 22:30:00
1163715,ALB,351749186.98593,76579263.704971,2020-03-31 22:45:00
